yorum,hiz,servis,lezzet,Label
Fiyatlara gore tatlilar cok basarili.,10,10,8,pozitif
İyiydi cidden.,8,8,8,pozitif
Teşekkürler. Ustamın ellerine sağlık. Sosu bi tık daha koyu ve çikolatası biraz daha yoğun olursa tam kıvamına oturu diye düşünüyorum.,10,10,9,pozitif
Çok lezzetli değil ekler.,10,10,6,pozitif
Kusura bakmayın ama profiterol ıskak kek ekler hepsi çok vasattı :( hız ve servis iyi ancak kalite arttırılmalı üzülerek veriyorum bu puanı.,10,10,3,pozitif
Süperdi.,10,10,10,pozitif
"Ürünler çok tazeydi ve özenle paketlenmişti, kurye arkadaş güler yüzlü ve siparişim yeniköye 15 dakikadan az bir sürede geldi teşekkür ederim.",10,10,10,pozitif
Her şey çok güzel.,10,10,10,pozitif
"Seçtiğim üründe profiterol 850 gram 17 top diye geçiyo ama gelen siparişte tam 12 top vardı sosu fazla koyarak gramaj ayarlıyosunuz, ürün yazdığı gibi gelseydi bizde güzel yorumlarda bulunurduk!",6,6,6,nötr
İster dükkandan alın ister burdan sipariş verin her zaman çok taze ve aynı kalitede.,10,10,10,pozitif
Geç geldi ama hepsi çok güzeldi.,3,9,9,pozitif
Çok lezzetli ve taze.,9,10,10,pozitif
Fiyatlara gore tatlilar cok basarili.,10,10,8,pozitif
İyiydi cidden.,8,8,8,pozitif
Teşekkürler. Ustamın ellerine sağlık. Sosu bi tık daha koyu ve çikolatası biraz daha yoğun olursa tam kıvamına oturu diye düşünüyorum.,10,10,9,pozitif
Çok lezzetli değil ekler.,10,10,6,pozitif
Kusura bakmayın ama profiterol ıskak kek ekler hepsi çok vasattı :( hız ve servis iyi ancak kalite arttırılmalı üzülerek veriyorum bu puanı.,10,10,3,pozitif
Süperdi.,10,10,10,pozitif
"Ürünler çok tazeydi ve özenle paketlenmişti, kurye arkadaş güler yüzlü ve siparişim yeniköye 15 dakikadan az bir sürede geldi teşekkür ederim.",10,10,10,pozitif
İkram için teşekkürler herşey muhteşem.,10,10,10,pozitif
Tatlılar ikramlar hepsi muazzam hiç bozmayın lütfen.,10,10,10,pozitif
İkramlar için teşekkürler.,9,9,9,pozitif
Çok iyi her gün severek yiyoruz ama bence fiyatı 15 tl olmalı. Restorandaki bana daha fazla gibi geliyor ve 14 tl. Bir cam kavanoza 3 tl vermemeliyiz bence.,10,10,10,pozitif
Tatlılar harika ikramlar için teşekkürler hergün sabah akşam yenir.,10,10,10,pozitif
"İkramlar dahil herseyiyle mukemmel, ornek alinmasi gereken bir isletme.",10,10,10,pozitif
"Siparisin disinda bi cok ekstra tatli gondermis arkadaslar, cok naziksiniz, tatlilarin hepside cok guzeldi. Elinize saglik.",10,10,10,pozitif
Harika tatlılar.. İkramlarınz için de teşekkür ederim :)).,10,10,10,pozitif
"Çok başarılı, kesinlikle tavsiye ediyorum, özellikle san sebastian cheescakei.",10,10,10,pozitif
"Uzun zamandır yediğim en taze ve lezzetli tatlılardı! San sebastian ve magnolia söyledik ve ikisi de inanılmaz lezzetliydi. Bu lezzete göre fiyatı da çok uygun. Ayrıca neredeyse siparişin iki katı ikram göndermişler ve onlarda en az tatlılar kadar lezzetliydi, resmen inanamadık. Ellerinize sağlık.",10,10,10,pozitif
İkramlar muazzam servis muazzam.,10,10,10,pozitif
"Gerçekten teslim aldığım en iyi yemeksepeti siparişiydi. İkramlarınızı görünce neye uğradığımı şaşırdım umarım böyle devam eder :) sadece san sebastian cheesecake fırında biraz daha uzun kalabilirmiş. Mükemmeldi, teşekkürler :).",10,10,10,pozitif
"İnanılmaz hoşgörülü insanlar, yediğim en güzel tatlilardi, ellerinize kalbinize sağlık.",10,10,10,pozitif
Tatlilar inanilmaz guzeldi ikramlar icin de cok tesekkur ederiz.,10,10,10,pozitif
"Her şey kusursuzdu. İnanılmayacak ölçüdeki ikramlar, tatlıların lezizliği bizi büyüledi. Bugüne kadarki en memnun kaldığımız restoran oldunuz. Teşekkürler!",10,10,10,pozitif
Böyle bir şey olamaz. Mükemmel.,10,10,10,pozitif
"10 uzerinden 10 verdigim ilk restoran oldu sanirim bir tane mag istedim yaninda gonderdikleri ikramlik sevimli kurabiye ve muffinlerin lezzetine hayran kaldim. Zaten lezzetli olan bir urunu o kadar guzel one cikarmislar ki! Elinize saglik, basarilarinizin devamini dilerim.",10,10,10,pozitif
Tatlıların hepsi o kadar güzeldi ki size dua ede ede yedik :).,10,10,10,pozitif
Bademli beyaz brownie cok kotuydu buz gibi geldi ve brownie degil brownie hamuruydu resmen siparisteki guzel tek sey koyduklari sipsevdi sakizdi rezalet.,1,1,1,negatif
"İki tatlı istedik, dört tatlı yollamışlar. İkramlar için ayrıca teşekkürler. Tatlıları da beğendik ).",9,9,9,pozitif
Servis ve sunum acikcasi bu lezzete kiyasla daha iyi olabilir. Lezzet bombastik bu arada.,10,7,10,pozitif
Cevizli brownie biraz agir geldi ama ozellikle cikekli nutellali magnolia super! İkramlara da bayildim cok sekersiniz boyle devammm.,9,10,9,pozitif
"İnanılmaz lezzetliydi tüm tatlılar. Ve aldığım üründen fazla ikram göndermişsiniz, gerçekten çok çok teşekkürler ve ellerinize sağlık.",10,10,10,pozitif
Yorumların çok güzel olmasından etkilenerek ilk kez tatlı siparişi verdim ve efsaneydi! Yolladıkları ikramlar çok fazla ve çok güzeldi. Şıpsevdi için ayrıca teşekkürler :).,10,10,10,pozitif
"Her zaman ki gibi yine enfesti çikolata çok yoğun ona göre sipariş verin :) bu arada ufak bi önerim olacak bu civarlarda sufle yapan kafe yok, bence düşünmekte fayda var.",10,10,10,pozitif
"2 tatlı söyledim 4 tane geldi, teşekkürler ikramlar için :).",10,10,10,pozitif
"8 dk. Da geldi, her şey çok lezzetliydi. Jokerle sipariş vermiş olmamıza rağmen bol bol ikram da göndermişler, daha ne olsun :).",10,10,10,pozitif
En iyi sizsiniz 100 üzerinden 100.,10,10,10,pozitif
Diet bozmaya birebir efsanesiniz.,10,10,10,pozitif
Dayanamayıp hepsinden sipariş verebılırım harikaydı.,10,10,10,pozitif
Brownieler olması gerektiğinden daha ıslaktı fakat lezzetliydi ayrıca ikramlar için teşekkürler.,10,10,9,pozitif
Mükemmel.,10,10,10,pozitif
"7 dakikada sıcacık geldi, ikramlar için çok teşekkür ederim :)).",10,10,10,pozitif
Böyle güzellik yok. Muhteşem tatlılar.,10,10,10,pozitif
"Her sey harikaydi, ikramlar icin ayrica tesekkurler.",10,10,10,pozitif
En başta şaşırdım 2 tane tatlı sipariş etmiştim 5 tane gelmişti bir yanlışlık olup olmadığını sordum. İkramımız dedi kurye. Çok hızlı ve çok lezzetliydi.,10,10,10,pozitif
İkramlar devam etsin.,10,10,10,pozitif
On puan! On puan! On puan!,10,10,10,pozitif
"Hız ve lezzet mükemmel, evrensel mesajınız bizi çok duygulandırdı. Kadına şiddete hayır, örnek alınması gereken harika bir işletme ve harika insanlarsınız. Teşekkür ederiz.",10,10,10,pozitif
Kurye arkadaş çok kibardı ilk siparişimizi dün verdik siparişimizin yanında extra başka tatlılarıda ikram etmişler teşekkürler artık yeni tatlıcımız belli.,10,10,10,pozitif
İlk kez sipariş vermiştim yorumları okuduktan sonra not olarak çok heyecanlandım yazmıştım. Buradaki yorumlar az bile. Hayatımda yediğim en güzel san sebastiandı. Çay siparişimin paketlenmesi o kadar güzeldi ki bir damla bile dökülmemişti. Bir de cömert ikramları ve o güzel not... Aileye hoşbuldum!,10,10,10,pozitif
Delicious.,10,10,10,pozitif
İkramlar için teşekkürler.,10,10,10,pozitif
Böyle güzel tatlı yemedim ben.,10,10,10,pozitif
"Merhaba, öncelikle ikramlarınız için çok teşekkür ederim. Bademli sıcak brownie daha önce tatmadığım bir lezzeti, muhallebi kıvamındaydı, pişmemiş miydi yoksa özelliği mi oydu bilemedim. San sebastian çok tükettiğim tatlılardan ancak onda da biraz fazla şeker ve daha çok krem şantimsi bir tat vardı.",9,10,8,pozitif
Her şey harikaydı. Siparişin yanında gönderdikleri ikramlar hem lezzetli hem de cömertti 3.,10,10,10,pozitif
Yediğim en taze ve lezzetli mag harikasınız puanım 11.,10,10,10,pozitif
San sebastian ve çilekli nutellalı mug muhteşemdiiiiii! İkramlar da öyle. Her zaman yiyeceğiz.,10,10,10,pozitif
Nutellali magnolia çok lezzetliydi.,10,10,10,pozitif
Son derece hızlı ve lezzetli.,10,10,9,pozitif
Fazla puan veriyoruz diye ikramların kesilmemesi dileğiyle.,10,10,10,pozitif
Efsane tatlıları kadar tatlı işletmecilere sahip mekan tavsiye edrrim.,10,10,10,pozitif
"Cikolatali cevizli brownie, cig bir cikolata sos corbasindan ibaretti. Muzlu cilekli magde muz eser miktarda cilekler ise rengi kararmis sulanmis en az 3-4 gunluk gibiydi, mag kremasindan uzak bir krem santi olmasi da baska bir detay. Ikramlar da yenemeyecek kurabiyeler. Her sey plastikte geliyor!",9,4,3,nötr
Mukemmel tatlilar ve mukemmel kahve. Tenk yu espumoso!,10,10,10,pozitif
Beyaz çikolatalı ıslak keki harika.,10,10,10,pozitif
İkramlar harika yediğim en taze fresh limon kabuklu ıslak kek diyebilirim. San sebastian cheesecake tarifi mümkün değil harika.,10,10,10,pozitif
Muhteşem bir şeydi.,10,10,10,pozitif
"Çok güzeldi, ikramlar için ayrıca teşekkürler 3.",10,10,10,pozitif
Tatlılar ve ikramlar harika başarılar.,10,10,10,pozitif
"Gayet başaralı, ikramlar için teşekkür ederim.",10,10,10,pozitif
Tek kelimeyle harika.,10,10,10,pozitif
İkramlar için cok teşekkür ederiz.,10,10,10,pozitif
"Boyle bir sey olamaz. Joker den soyledim, ek olarak siparis verdigim urun kadar neredeyse ikram gondermisler. Istediklerim zaten olaganustu olmakla beraber gonderdikleri ikramlar da enfestı! Tesekkurler.",10,10,10,pozitif
Sıcak keklerinizin hastasıyız. İkramlar için de çok teşekkür ederiz.,10,10,10,pozitif
Gerçekten tatlılar çok lezzetliydi çok teşekkürler evdeki herkes bayılarak yedi tavsiye ederiz.,10,10,10,pozitif
Hem cok hizli geldi hem harikaydi. Herkese tavsiye ediyorum cevremdeki cok tesekkurler :).,10,10,10,pozitif
"Muhteşemdi, eve servisin başlaması çok iyi olmuş. İkramlar için de çok teşekkürler :).",10,10,10,pozitif
Ikramlar icin tesekkur ederiz.,10,10,10,pozitif
Espumoso kahveyi ilk açıldığı günden itibaren boğaziçili öğrencilere sunmuş olduğu üstün hizmetten dolayı kutluyorum. Profosenel tatlı atölyesi ile birlikte daha çok kişinin bu enfes tatlılara ulaşabilmesi sevindirici. Cevizli sıcak brownie herzamanki gibi bir efsane.,10,10,10,pozitif
Yediğim en güzel en lezzetli cevizli sıcak kekti ayriyeten de ikramlarınız için teşekkür ederim herkese tavsiye edicem böyle bi lezzet bulunamaz harikasınız.,10,10,10,pozitif
Tek kelime edicem harikasiniz bi tatli canavari olarak sizi buldugum icin cok sevincliyim.,10,10,10,pozitif
Yediğim en iyi mag.,10,10,10,pozitif
Cevizli bitter browni diyorum.,10,10,10,pozitif
Gercekten 10dk icinde geldi ve o kadar cok ikramda bulunmuslar ki kendimizi mahcup hissettik. San sabastian cok iyiydi.,10,10,10,pozitif
İlk defa yorum yazıyorum.. Şahane.,10,10,10,pozitif
Öncelikle ikramlar için çok teşekkürler. Ancak ikramları bir kenara koyacak olursak aldığımız ürünler gerçekten çok lezzetliydi. Muhteşemsiniz.,10,10,10,pozitif
Öncelikle mag lezzetli. Yazılan notu dikkate alıp çözüm ürettiğiniz için teşekkür ederim. İkramlarınız gerçekten çok cömertçeydi bir kere daha çok teşekkür ederiz.,10,10,10,pozitif
İkramlar icin tesekkur ederiz. Tatlilarda lezzetliydi.,9,10,9,pozitif
"Başarılı bi isletme, tebrik ederim.",10,10,10,pozitif
"Hız çok başarılı, tatlı da gayet güzeldi, yanındaki ikramlar için teşekkürler onlarda lezizdi.",10,10,10,pozitif
"İkramlar, zamanında getirmesi, san sebastianın tadı her şey harikaydı.",10,10,10,pozitif
"İste magnolya arkadaş, lezzet on numara beş yıldız. Tebrik ederim sizi.",10,10,10,pozitif
Her sey mukemmeldi.,10,10,10,pozitif
Hediyeler için teşekkürler!,10,10,10,pozitif
Tebrikler.,10,10,10,pozitif
En başta yanlış sipariş geldi sandık o kadar çok ikram vardı ki.. Kalbimizi kazandınız kesinlikle favorimizsiniz artık.,10,10,10,pozitif
Maglar cok sekerliydi.. Kremasini da pek begenmedim. Krem santi ve bebek biskuvisi icin para vermek anlamsiz. Sparisim harici ikramlar icin tesekkurler.,9,9,8,pozitif
Çok lezzetliydi ve gönderdiğiniz ikramlar için çok teşekkür ederim servisde süperdi favorilerimdesiniz.,10,10,10,pozitif
Bir sürü ikram yollamışlar çok teşekkürler.,10,10,9,pozitif
Yemeksepetinde su ana kadar siparis verdigim en iyi tatli siparisiydi. Ikramlar icin de ayrica tesekkur etmek istiyorum... Cok memnun kaldik. Hic suphe etmeden siparis verebileceginiz bir yer! :).,10,10,10,pozitif
"Burası hisarüstünde en sevdiğim yer diyebilirim, hem kahvesi hem tatlıları mükemmel, çalışanlar da çok sempatik. Daha ne kadar şaşırtılabilirim derken güzel ikramlarıyla beni tekrar fethettiler. İyi ki varsınız :).",10,10,10,pozitif
Ikramlar harikaydi! Cok tesekkurler her sey cok lezzetliydi...,10,10,10,pozitif
Süpersinizpuding olmayan gerçek bir magnolyatatlılar çok kezzetliikramlar için teşekkür ederim. Başarılarınızın devamını dilerim.,10,10,10,pozitif
"Çok hızlı bir şekilde gelmesinden ziyade ikram olarak fazladan 2 kek, 4 kurabiye ve 1 mag gelmiş olması çok şaşırttı. Çok teşekkür ederim ellerinze sağlık.",10,10,10,pozitif
"İlk defa sipariş verdim, her şey çok güzeldi, müdavimi olabilirim :) ikramlar için de ayrıca teşekkür ederiz..",9,10,10,pozitif
Çok lezzetliydi teşekkürler.,10,10,10,pozitif
Cheesecake mükemmeldi. Teşekkürler!,10,10,10,pozitif
Bir mekanın daha iyi olması için ne yapılması gerekir ki?,10,10,10,pozitif
Sonunda yemek sepetine gelmeniz efsane oldu artık tatlıları evde de yiyebileceğiz :).,10,10,10,pozitif
Tatlilar lezzetli ikramlar icin tesekkurler.,10,10,10,pozitif
Başarılı.,10,10,10,pozitif
Yediğim en iyi magnolia ikramlar çok hoş.,10,10,10,pozitif
Cheseekek iyi beğendik.,10,10,10,pozitif
Beyaz çikolatalı bademli browni güzeldi tavsiye ederim.,10,10,10,pozitif
"Bu çok lezzetli bir çikolata, browni ile beraber eridim resmen, ellerinize sağlık, ikramlar için çok teşekkür ederim.",10,10,10,pozitif
"Aynı semtte olmamıza rağmen 5 dk da geldi ne bu hız arkadaş :) tadı her zamanki gibi efsane, krem şanti kullanılmayan bir magnolia kreması ise muhteşem. İçerisindeki taze meyveler için ayrıca teşekkür ediyorum gerçekten böyle tatlılar bulmak çok zor.",10,10,10,pozitif
İçtiğim en iyi damıtma kahvelerden bir tanesiydi kullanılan çekirdekler özenle seçilmiş gibi.. Muhteşem.,10,10,10,pozitif
"Yiyeceginiz en guzel magnolya, tatli ihtiyacinizi eksiksiz gidericek lezzette.",10,10,10,pozitif
"Puding olmayan bir magnolia, siz çok tatlısınız.",10,10,10,pozitif
En farklı lezzetlere sahip tatlıların her biri muhteşem ve hafif teşekkürler.,10,10,10,pozitif
Sonunda muhallebi olmayan gercek bir magnolia. Elinize saglik.,10,10,10,pozitif
Uzun zamandır bu lezzetli tatlıları evdede yemek istiyordum sonunda kovuştuk her zaman ki gibi çok lezzetli teşekkürler bu muhteşem lezzetler ve servis için espumoso.,10,10,10,pozitif
Yediğim en iyi san sebastian ikramlar da harikaydı.,10,10,10,pozitif
Bademli sıcak brownie istedim. Sipariş zamanında geldi. Taze ve çok lezzetliydi. Elinize sağlık.,10,10,10,pozitif
Lime limondan cheesecake yedikçok başarılışiddetle tavsiye ederim.,10,10,10,pozitif
"Magnolianiz hoşumuza gitti, ikramlar çok tatlı teşekkürler.",10,10,10,pozitif
Lezzet iyihız iyigüzel sevdim sizi.,10,10,10,pozitif
"Kavanozda devils dream kek cok iyi düşünülmüş, lezzetliydi. Ayrıca ikramlar için çok teşekkürler.",10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
Sonunda lezzetli bir magnolia yiyebildim. Ellerinize sağlık.,10,10,10,pozitif
İnanılmaaaaaaazzzzz.,10,10,10,pozitif
Leziz.,10,10,10,pozitif
Çok kötü bozmuş tadını. Yapay bir tat vardı.,1,1,1,negatif
"Çok geç geldi max süre 35 olmasına rağmen süreyi aştı ona göre program yapmıştık misafir kalktı gitti, üstelik biraz yanık ve şerbetliydi gelen tatlı ve aşırı zam yapıldı, çok pahallı normale göre sipariş verdiğime pişman oldum üstelik aramasam daha da geç gelecekti bir daha alıcam mecbur kalmazsam!",1,1,1,negatif
Gerçekten çokkkkk iyiydi. Elinize sağlıkk.,10,10,10,pozitif
Güzeldi teşekkürler.,9,10,9,pozitif
Tatlı aşırı derecede şekerlenmişti. Yiyemedim. Bir daha sizden sipariş vermeyi düşünmüyorum. Hayatımda yediğim en kötü kadayıftı.,6,6,3,nötr
Joker indirimiyle istedim. Süper gerçekten.,10,10,10,pozitif
Gercekden harika bir lezzet.,10,10,10,pozitif
Hersey harikaydi. Yildiziniz neden dusuyor? Ufak hatalar yapmayin.,10,10,10,pozitif
"Tulumba tam manasıyla hayal kırıklığıydı. Şerbeti içine çekmemiş, çekememiş, içi zaten hamur kalmış, dışarıdan bakınca güzel görünüyor ama ilk lokmada foyası meydana çıkıyor. Yedikten sonra bütün gece de midemiz yandı. Eski günlerinizi arıyoruz fırat burmalı... Rezil bir tatlı getirdiniz.",8,8,3,nötr
Sekerlenmisti gelen urun.,4,4,3,negatif
Sultani kadayıf efsane olmuş elinize sağlık.,10,10,10,pozitif
Çok lezzetli idi. Sıcak gelmesi de bizi epey mutlu etti.,10,10,10,pozitif
"Bekledik fakat sipariş gelmedi 45 dk, yemeksepeti canlı destek restorana ulaşamadı telefonlar açılmadı, bizim burmalar yalan oldu. Önceki verdiğim sipariş gayet iyiydi fakat bu tam fiyasko:/.",1,1,1,negatif
Çok iyi.,10,10,10,pozitif
Normalde çok lezzetli olurdu ama bozmuşsunuz.,10,10,5,pozitif
Her şey güzel ancak zam gelmiş. Bir daha görüşemeyeceğiz..,10,10,10,pozitif
10 numara 5 yıldız.,10,10,10,pozitif
"Sevgili fırat burmalı ailesi, ellerinize sağlık, servisiniz her zaman çok hızlı ve ürünleriniz çok lezzetli. Notuma dikkat ettiğiniz için de çok teşekkür ederim.",10,10,10,pozitif
Çok beğenmedik.,10,7,7,pozitif
Harika.,10,10,10,pozitif
"-rezalet özellikle taze istediğim halde en bayat kadayıfı ısıtıp getirmişler, şekerlenmiş kıtır kıtır şeker yedi misafirlerim. Rezil oldum. Tatlı kutusunu takla attırarak gönderdiniz sanırım paramparçaydı. İlk ve son siparişim oldu.",7,1,1,negatif
Güzeldi.,10,10,10,pozitif
"Kadayıfın tazesinden bayatından anlamam, ama lezetli kadayifi anlarım, dondurmayla yiyin hasır arası fıstıklıyı.",10,10,10,pozitif
